name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Barbed Servitor,{3}{B},4.0,Artifact Creature — Construct,"Indestructible
When this creature enters, suspect it. (It has menace and can't block.)
Whenever this creature deals combat damage to a player, you draw a card and you lose 1 life.
Whenever this creature is dealt damage, target opponent loses that much life.",B,B,rare,MKM,Murders at Karlov Manor,77,1,1,,,Indestructible;Suspect,draw;protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Bark-Knuckle Boxer,{1}{G},2.0,Creature — Raccoon Berserker,"Whenever you expend 4, this creature gains indestructible until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",G,G,uncommon,BLB,Bloomburrow,164,3,2,,,,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Barkform Harvester,{3},3.0,Artifact Creature — Shapeshifter,"Changeling (This card is every creature type.)
Reach
{2}: Put target card from your graveyard on the bottom of your library.",,,common,BLB,Bloomburrow,243,2,3,,,Reach;Changeling,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Baron Bertram Graywater,{2}{W}{B},4.0,Legendary Creature — Vampire Noble,"Whenever one or more tokens you control enter, create a 1/1 black Vampire Rogue creature token with lifelink. This ability triggers only once each turn.
{1}{B}, Sacrifice another creature or artifact: Draw a card.","B,W","B,W",uncommon,OTJ,Outlaws of Thunder Junction,195,3,4,,,,draw;lifegain;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Barret Wallace,{3}{R},4.0,Legendary Creature — Human Rebel,"Reach
Whenever Barret Wallace attacks, it deals damage equal to the number of equipped creatures you control to defending player.",R,R,uncommon,FIN,Final Fantasy,129,4,4,,,Reach,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Barrow Naughty,{1}{B},2.0,Creature — Faerie,"Flying
This creature has lifelink as long as you control another Faerie.
{2}{B}: This creature gets +1/+0 until end of turn.",B,B,common,WOE,Wilds of Eldraine,81,1,3,,,Flying,flying;lifegain;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Bartolomé del Presidio,{W}{B},2.0,Legendary Creature — Vampire Knight,Sacrifice another creature or artifact: Put a +1/+1 counter on Bartolomé del Presidio.,"B,W","B,W",uncommon,LCI,The Lost Caverns of Ixalan,224,2,1,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Bartz and Boko,{3}{G}{G},5.0,Legendary Creature — Human Bird,"Affinity for Birds (This spell costs {1} less to cast for each Bird you control.)
When Bartz and Boko enters, each other Bird you control deals damage equal to its power to target creature an opponent controls.",G,G,rare,FIN,Final Fantasy,469,4,3,,,Affinity,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bashful Beastie,{4}{G},5.0,Creature — Beast,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",G,G,common,DSK,Duskmourn: House of Horror,169,5,4,,,Manifest;Manifest dread,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Basilica Stalker,{5}{B},6.0,Creature — Vampire Detective,"Flying
Whenever this creature deals combat damage to a player, you gain 1 life and surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Disguise {4}{B} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",B,B,common,MKM,Murders at Karlov Manor,78,3,4,,,Flying;Surveil;Disguise,flying;lifegain;protection;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Basking Capybara,{1}{G},2.0,Creature — Capybara,Descend 4 — This creature gets +3/+0 as long as there are four or more permanent cards in your graveyard.,G,G,common,LCI,The Lost Caverns of Ixalan,175,1,3,,,Descend,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Basri, Tomorrow's Champion",{W},1.0,Legendary Creature — Human Knight,"{W}, {T}, Exert Basri: Create a 1/1 white Cat creature token with lifelink. (An exerted creature won't untap during your next untap step.)
Cycling {2}{W} ({2}{W}, Discard this card: Draw a card.)
When you cycle this card, Cats you control gain hexproof and indestructible until end of turn.",W,W,rare,DFT,Aetherdrift,355,2,1,,,Cycling,draw;lifegain;protection;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Battle-Rattle Shaman,{3}{R},4.0,Creature — Goblin Shaman,"At the beginning of combat on your turn, you may have target creature get +2/+0 until end of turn.",R,R,common,MM3,Modern Masters 2017,89,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,predh"
Battlesong Berserker,{3}{R},4.0,Creature — Human Berserker,"Whenever you attack, target creature you control gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",R,R,uncommon,FDN,Foundations,78,3,4,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Baxter Stockman,{3}{U}{R},5.0,Legendary Creature — Human Scientist,"When Baxter Stockman enters, create a 1/1 colorless Robot artifact creature token.
At the beginning of combat on your turn, target artifact creature you control gets +3/+0 and gains first strike and vigilance until end of turn.","R,U","R,U",uncommon,TMT,Teenage Mutant Ninja Turtles,139,3,3,,,,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Baylen, the Haymaker",{R}{G}{W},3.0,Legendary Creature — Rabbit Warrior,"Tap two untapped tokens you control: Add one mana of any color.
Tap three untapped tokens you control: Draw a card.
Tap four untapped tokens you control: Put three +1/+1 counters on Baylen. It gains trample until end of turn.","G,R,W","G,R,W",rare,BLB,Bloomburrow,205,4,3,,"B,G,R,U,W",,draw;pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Beamsaw Prospector,{1}{B},2.0,Creature — Human Artificer,"When this creature dies, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",B,B,common,EOE,Edge of Eternities,89,2,1,,,,ramp;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Beanstalk Wurm // Plant Beans,{4}{G} // {1}{G},5.0,Creature — Plant Wurm // Sorcery — Adventure,,G,G,common,WOE,Wilds of Eldraine,161,5,4,,,Reach,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Bear Cub,{1}{G},2.0,Creature — Bear,,G,G,common,J21,Jumpstart: Historic Horizons,546,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,predh"
Bearer of Glory,{1}{W},2.0,Creature — Human Soldier,"During your turn, this creature has first strike.
{4}{W}: Creatures you control get +1/+1 until end of turn.",W,W,common,TDM,Tarkir: Dragonstorm,4,2,1,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Beast-Kin Ranger,{2}{G},3.0,Creature — Elf Ranger,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever another creature you control enters, this creature gets +1/+0 until end of turn.",G,G,common,FDN,Foundations,100,3,3,,,Trample,pump;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Beastbond Outcaster,{2}{G},3.0,Creature — Human Druid,"When this creature enters, if you control a creature with power 4 or greater, draw a card.
Plot {1}{G} (You may pay {1}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",G,G,uncommon,OTJ,Outlaws of Thunder Junction,154,3,3,,,Plot,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Beastrider Vanguard,{1}{G},2.0,Creature — Human Knight,{4}{G}: Look at the top three cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,G,G,common,DFT,Aetherdrift,154,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Beatrix, Loyal General",{4}{W}{W},6.0,Legendary Creature — Human Soldier,"Vigilance (Attacking doesn't cause this creature to tap.)
At the beginning of combat on your turn, you may attach any number of Equipment you control to target creature you control.",W,W,rare,FIN,Final Fantasy,554,4,4,,,Vigilance,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bebop & Rocksteady,{1}{B/G}{B/G},3.0,Legendary Creature — Boar Rhino Mutant,"Whenever Bebop & Rocksteady attack or block, sacrifice a permanent unless you discard a card.","B,G","B,G",rare,TMT,Teenage Mutant Ninja Turtles,140,7,5,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Bebop, Warthog Warrior",{4}{B},5.0,Legendary Creature — Boar Mutant Warrior,"Menace (This creature can't be blocked except by two or more creatures.)
Rhinos you control have menace.
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",B,B,common,TMT,Teenage Mutant Ninja Turtles,59,5,4,,,Landcycling;Menace;Typecycling;Cycling;Swampcycling,menace;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Bedhead Beastie,{4}{R}{R},6.0,Creature — Beast,"Menace (This creature can't be blocked except by two or more creatures.)
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",R,R,common,DSK,Duskmourn: House of Horror,125,5,6,,,Mountaincycling;Landcycling;Menace;Typecycling;Cycling,menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Bedrock Tortoise,{3}{G},4.0,Creature — Turtle,"During your turn, creatures you control have hexproof.
Each creature you control with toughness greater than its power assigns combat damage equal to its toughness rather than its power.",G,G,rare,PLCI,The Lost Caverns of Ixalan Promos,176p,0,6,,,,protection;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Beetle, Legacy Criminal",{3}{U},4.0,Legendary Creature — Human Rogue Villain,"Flying
{1}{U}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. It gains flying until end of turn. Activate only as a sorcery.",U,U,common,OM1,Through the Omenpaths,25,3,3,,,Flying,flying;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Beetle-Headed Merchants,{4}{B},5.0,Creature — Human Citizen,"Whenever this creature attacks, you may sacrifice another creature or artifact. If you do, draw a card and put a +1/+1 counter on this creature.",B,B,common,TLA,Avatar: The Last Airbender,86,5,4,,,,draw;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Beifong's Bounty Hunters,{2}{B}{G},4.0,Creature — Human Mercenary,"Whenever a nonland creature you control dies, earthbend X, where X is that creature's power. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)","B,G","B,G",rare,TLA,Avatar: The Last Airbender,209,4,4,,,Earthbend,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Belligerent of the Ball,{2}{R},3.0,Creature — Ogre Warrior,"Celebration — At the beginning of combat on your turn, if two or more nonland permanents entered the battlefield under your control this turn, target creature you control gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",R,R,uncommon,WOE,Wilds of Eldraine,120,3,3,,,Celebration,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Belligerent Yearling,{1}{R},2.0,Creature — Dinosaur,"Trample
Whenever another Dinosaur you control enters, you may have this creature's base power become equal to that creature's power until end of turn.",R,R,uncommon,LCI,The Lost Caverns of Ixalan,133,3,2,,,Trample,trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Bellowing Bruiser // Beat a Path,{4}{R} // {2}{R},5.0,Creature — Ogre // Sorcery — Adventure,,R,R,common,WOE,Wilds of Eldraine,121,4,4,,,Haste,haste,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Bellowing Crier,{1}{U},2.0,Creature — Frog Advisor,"When this creature enters, draw a card, then discard a card.",U,U,common,BLB,Bloomburrow,42,2,1,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Beluna Grandsquall // Seek Thrills,{G}{U}{R} // {2}{G}{U}{R},3.0,Legendary Creature — Giant Noble // Instant — Adventure,,"G,R,U","G,R,U",mythic,WOE,Wilds of Eldraine,220,4,4,,,Trample;Mill,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Beluna's Gatekeeper // Entry Denied,{5}{U} // {1}{U},6.0,Creature — Giant Soldier // Sorcery — Adventure,,U,U,common,WOE,Wilds of Eldraine,43,6,5,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Benevolent River Spirit,{U}{U},2.0,Creature — Spirit,"As an additional cost to cast this spell, waterbend {5}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Flying, ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
When this creature enters, scry 2.",U,U,uncommon,TLA,Avatar: The Last Airbender,45,4,5,,,Scry;Flying;Ward;Waterbend,flying;protection;scry,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Benthic Criminologists,{4}{U},5.0,Creature — Merfolk Wizard,"Whenever this creature enters or attacks, you may sacrifice an artifact. If you do, draw a card.",U,U,common,MKM,Murders at Karlov Manor,40,4,5,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Berta, Wise Extrapolator",{2}{G}{U},4.0,Legendary Creature — Frog Druid,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
Whenever one or more +1/+1 counters are put on Berta, add one mana of any color.
{X}, {T}: Create a 0/0 green and blue Fractal creature token and put X +1/+1 counters on it.","G,U","G,U",rare,SOS,Secrets of Strixhaven,346,1,4,,"B,G,R,U,W",Increment,pump;token,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Besotted Knight // Betroth the Beast,{3}{W} // {W},4.0,Creature — Human Knight // Sorcery — Adventure,,W,W,common,WOE,Wilds of Eldraine,4,3,3,,,Role token,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Betor, Kin to All",{2}{W}{B}{G},5.0,Legendary Creature — Spirit Dragon,"Flying
At the beginning of your end step, if creatures you control have total toughness 10 or greater, draw a card. Then if creatures you control have total toughness 20 or greater, untap each creature you control. Then if creatures you control have total toughness 40 or greater, each opponent loses half their life, rounded up.","B,G,W","B,G,W",mythic,PTDM,Tarkir: Dragonstorm Promos,172p,5,7,,,Flying,draw;flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Beza, the Bounding Spring",{2}{W}{W},4.0,Legendary Creature — Elemental Elk,"When Beza enters, create a Treasure token if an opponent controls more lands than you. You gain 4 life if an opponent has more life than you. Create two 1/1 blue Fish creature tokens if an opponent controls more creatures than you. Draw a card if an opponent has more cards in hand than you.",W,W,mythic,BLB,Bloomburrow,287,4,5,,,Treasure,draw;lifegain;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Biblioplex Tomekeeper,{4},4.0,Artifact Creature — Construct,"When this creature enters, choose up to one —
• Target creature becomes prepared. (Only creatures with prepare spells can become prepared.)
• Target creature becomes unprepared.",,,common,SOS,Secrets of Strixhaven,247,3,4,,,Prepared,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bigfin Bouncer,{3}{U},4.0,Creature — Shark Pirate,"When this creature enters, return target creature an opponent controls to its owner's hand.",U,U,common,FDN,Foundations,31,3,2,,,,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Bile-Vial Boggart,{B},1.0,Creature — Goblin Assassin,"When this creature dies, put a -1/-1 counter on up to one target creature.",B,B,common,ECL,Lorwyn Eclipsed,87,1,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Billowing Shriekmass,{3}{B},4.0,Creature — Spirit,"Flying
When this creature enters, mill three cards. (Put the top three cards of your library into your graveyard.)
Threshold — This creature gets +2/+1 as long as there are seven or more cards in your graveyard.",B,B,uncommon,FDN,Foundations,56,2,3,,,Flying;Threshold;Mill,flying;mill;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Biomechan Engineer,{G}{U},2.0,Creature — Insect Artificer,"When this creature enters, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")
{8}: Draw two cards and create a 2/2 colorless Robot artifact creature token.","G,U","G,U",uncommon,EOE,Edge of Eternities,213,2,2,,,,draw;ramp;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Biotech Specialist,{R}{G},2.0,Creature — Insect Scientist,"When this creature enters, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")
Whenever you sacrifice an artifact, this creature deals 2 damage to target opponent.","G,R","G,R",rare,EOE,Edge of Eternities,214,1,3,,,,ramp;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bishop's Soldier,{1}{W},2.0,Creature — Vampire Soldier,Lifelink (Damage dealt by this creature also causes you to gain that much life.),W,W,common,J25,Foundations Jumpstart,174,2,2,,,Lifelink,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Bitterbloom Bearer,{B}{B},2.0,Creature — Faerie Rogue,"Flash
Flying
At the beginning of your upkeep, you lose 1 life and create a 1/1 blue and black Faerie creature token with flying.",B,B,mythic,ECL,Lorwyn Eclipsed,310,1,1,,,Flying;Flash,flash;flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Black Cat, Cunning Thief",{3}{B}{B},5.0,Legendary Creature — Human Rogue Villain,"When Black Cat enters, look at the top nine cards of target opponent's library, exile two of them face down, then put the rest on the bottom of their library in a random order. You may play the exiled cards for as long as they remain exiled. Mana of any type can be spent to cast spells this way.",B,B,rare,SPM,Marvel's Spider-Man,52,2,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Black Waltz No. 3,{2}{B}{R},4.0,Legendary Creature — Wizard,"Flying, deathtouch
Whenever you cast a noncreature spell, Black Waltz No. 3 deals 2 damage to each opponent.","B,R","B,R",uncommon,FIN,Final Fantasy,478,2,2,,,Deathtouch;Flying,deathtouch;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Blacksnag Buzzard,{2}{B},3.0,Creature — Bird,"Flying
This creature enters with a +1/+1 counter on it if a creature died this turn.
Plot {1}{B} (You may pay {1}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",B,B,common,OTJ,Outlaws of Thunder Junction,79,2,1,,,Flying;Plot,flying;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Blade of the Swarm,{3}{B},4.0,Creature — Insect Assassin,"When this creature enters, choose one —
• Put two +1/+1 counters on this creature.
• Put target exiled card with warp on the bottom of its owner's library.",B,B,uncommon,EOE,Edge of Eternities,90,3,1,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
