name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
"Kellan, the Kid",{G}{W}{U},3.0,Legendary Creature — Human Faerie Rogue,"Flying, lifelink
Whenever you cast a spell from anywhere other than your hand, you may cast a permanent spell with equal or lesser mana value from your hand without paying its mana cost. If you don't, you may put a land card from your hand onto the battlefield.","G,U,W","G,U,W",mythic,OTJ,Outlaws of Thunder Junction,213,3,3,,,Flying;Lifelink,flying;lifegain;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Ketramose, the New Dawn",{1}{W}{B},3.0,Legendary Creature — God,"Menace, lifelink, indestructible
Ketramose can't attack or block unless there are seven or more cards in exile.
Whenever one or more cards are put into exile from graveyards and/or the battlefield during your turn, you draw a card and lose 1 life.","B,W","B,W",mythic,DFT,Aetherdrift,549,4,4,,,Lifelink;Indestructible;Menace,draw;lifegain;menace;protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kheru Goldkeeper,{1}{B}{G}{U},4.0,Creature — Dragon,"Flying
Whenever one or more cards leave your graveyard during your turn, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Renew — {2}{B}{G}{U}, Exile this card from your graveyard: Put two +1/+1 counters and a flying counter on target creature. Activate only as a sorcery.","B,G,U","B,G,U",uncommon,TDM,Tarkir: Dragonstorm,199,3,3,,"B,G,R,U,W",Flying;Renew;Treasure,flying;pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kin-Tree Nurturer,{2}{B},3.0,Creature — Human Druid,"Lifelink
When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",B,B,common,TDM,Tarkir: Dragonstorm,83,2,1,,,Lifelink;Endure,lifegain;pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Kindlespark Duo,{2}{R},3.0,Creature — Lizard Otter,"{T}: This creature deals 1 damage to target opponent.
Whenever you cast a noncreature spell, untap this creature.",R,R,common,BLB,Bloomburrow,142,1,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Kinjalli's Dawnrunner,{2}{W},3.0,Creature — Human Scout,"Double strike
When this creature enters, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",W,W,uncommon,LCI,The Lost Caverns of Ixalan,19,1,1,,,Explore;Double strike,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Kinsbaile Aspirant,{W},1.0,Creature — Kithkin Citizen,"As an additional cost to cast this spell, behold a Kithkin or pay {2}. (To behold a Kithkin, choose a Kithkin you control or reveal a Kithkin card from your hand.)
Whenever another creature you control enters, this creature gets +1/+1 until end of turn.",W,W,uncommon,ECL,Lorwyn Eclipsed,21,2,1,,,Behold,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kinscaer Sentry,{1}{W},2.0,Creature — Kithkin Soldier,"First strike, lifelink
Whenever this creature attacks, you may put a creature card with mana value X or less from your hand onto the battlefield tapped and attacking, where X is the number of attacking creatures you control.",W,W,rare,PECL,Lorwyn Eclipsed Promos,22p,2,2,,,Lifelink;First strike,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kiora, the Rising Tide",{2}{U},3.0,Legendary Creature — Merfolk Noble,"When Kiora enters, draw two cards, then discard two cards.
Threshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token.",U,U,rare,PFDN,Foundations Promos,45p,3,2,,,Threshold,draw;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kirol, Attentive First-Year",{1}{R/W}{R/W},3.0,Legendary Creature — Vampire Cleric,Tap two untapped creatures you control: Copy target triggered ability you control. You may choose new targets for the copy. Activate only once each turn.,"R,W","R,W",rare,ECL,Lorwyn Eclipsed,374,3,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kirol, History Buff // Pack a Punch",{R}{W} // {1}{R}{W},2.0,Legendary Creature — Vampire Cleric // Sorcery,,"R,W","R,W",uncommon,SOS,Secrets of Strixhaven,198,2,3,,,Prepared;Mill,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kishla Skimmer,{G}{U},2.0,Creature — Bird Scout,"Flying
Whenever a card leaves your graveyard during your turn, draw a card. This ability triggers only once each turn.","G,U","G,U",uncommon,TDM,Tarkir: Dragonstorm,201,2,2,,,Flying,draw;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kishla Trawlers,{2}{U},3.0,Creature — Human Citizen,"When this creature enters, you may exile a creature card from your graveyard. When you do, return target instant or sorcery card from your graveyard to your hand.",U,U,uncommon,TDM,Tarkir: Dragonstorm,50,3,2,,,,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kitesail Corsair,{1}{U},2.0,Creature — Human Pirate,This creature has flying as long as it's attacking.,U,U,common,JMP,Jumpstart,155,2,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Kitesail Larcenist,{2}{U},3.0,Creature — Human Pirate,"Flying, ward {1}
When this creature enters, for each player, choose up to one other target artifact or creature that player controls. For as long as this creature remains on the battlefield, the chosen permanents become Treasure artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color"" and lose all other abilities.",U,U,rare,LCI,The Lost Caverns of Ixalan,61,2,3,,"B,G,R,U,W",Flying;Ward,flying;protection;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Kithkeeper,{6}{W},7.0,Creature — Elemental,"Vivid — When this creature enters, create X 1/1 green and white Kithkin creature tokens, where X is the number of colors among permanents you control.
Tap three untapped creatures you control: This creature gets +3/+0 and gains flying until end of turn.",W,W,uncommon,ECL,Lorwyn Eclipsed,23,3,3,,,Vivid,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kitsa, Otterball Elite",{1}{U},2.0,Legendary Creature — Otter Wizard,"Vigilance
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{T}: Draw a card, then discard a card.
{2}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy. Activate only if Kitsa's power is 3 or greater.",U,U,mythic,PBLB,Bloomburrow Promos,54s,1,3,,,Prowess;Vigilance,draw;pump;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kitsune, Dragon's Daughter",{4}{U}{U},6.0,Legendary Creature — Fox Warlock Avatar,"Vigilance
Whenever Kitsune enters or deals combat damage to a player, you may exchange control of two other target creatures controlled by different players.",U,U,rare,TMT,Teenage Mutant Ninja Turtles,262,6,6,,,Vigilance,tribal;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Knight Luminary,{3}{W},4.0,Creature — Human Knight,"When this creature enters, create a 1/1 white Human Soldier creature token.
Warp {1}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",W,W,common,EOE,Edge of Eternities,23,3,2,,,Warp,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Knight of Doves,{2}{W},3.0,Creature — Human Knight,"Whenever an enchantment you control is put into a graveyard from the battlefield, create a 1/1 white Bird creature token with flying.",W,W,uncommon,WOE,Wilds of Eldraine,19,1,3,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Knight of Grace,{1}{W},2.0,Creature — Human Knight,"First strike (This creature deals combat damage before creatures without first strike.)
Hexproof from black (This creature can't be the target of black spells or abilities your opponents control.)
This creature gets +1/+0 as long as any player controls a black permanent.",W,W,uncommon,FDN,Foundations,576,2,2,,,Hexproof from;Hexproof;First strike,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Knight of Malice,{1}{B},2.0,Creature — Human Knight,"First strike (This creature deals combat damage before creatures without first strike.)
Hexproof from white (This creature can't be the target of white spells or abilities your opponents control.)
This creature gets +1/+0 as long as any player controls a white permanent.",B,B,uncommon,DOM,Dominaria,97,2,2,,,Hexproof from;Hexproof;First strike,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Knightfisher,{3}{U}{U},5.0,Creature — Bird Knight,"Flying
Whenever another nontoken Bird you control enters, create a 1/1 blue Fish creature token.",U,U,uncommon,BLB,Bloomburrow,55,4,5,,,Flying,flying;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Knowledge Seeker,{1}{U},2.0,Creature — Fox Spirit,"Vigilance
Whenever you draw your second card each turn, put a +1/+1 counter on this creature.
When this creature dies, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",U,U,uncommon,TLA,Avatar: The Last Airbender,60,2,1,,,Vigilance,draw;pump;token;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Koh, the Face Stealer",{4}{B}{B},6.0,Legendary Creature — Shapeshifter Spirit,"When Koh enters, exile up to one other target creature.
Whenever another nontoken creature dies, you may exile it.
Pay 1 life: Choose a creature card exiled with Koh.
Koh has all activated and triggered abilities of the last chosen card.",B,B,mythic,TLA,Avatar: The Last Airbender,107,6,6,,,,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kolodin, Triumph Caster",{R}{W},2.0,Legendary Creature — Human Pilot,"Mounts and Vehicles you control have haste.
Whenever a Mount you control enters, it becomes saddled until end of turn.
Whenever a Vehicle you control enters, it becomes an artifact creature until end of turn.","R,W","R,W",rare,DFT,Aetherdrift,364,2,3,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Koma, World-Eater",{3}{G}{G}{U}{U},7.0,Legendary Creature — Serpent,"This spell can't be countered.
Trample, ward {4}
Whenever Koma deals combat damage to a player, create four 3/3 blue Serpent creature tokens named Koma's Coil.","G,U","G,U",rare,FDN,Foundations,347,8,12,,,Trample;Ward,protection;token;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kona, Rescue Beastie",{3}{G},4.0,Legendary Creature — Beast Survivor,"Survival — At the beginning of your second main phase, if Kona is tapped, you may put a permanent card from your hand onto the battlefield.",G,G,rare,DSK,Duskmourn: House of Horror,299,4,3,,,Survival,,"standard,future,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,duel"
"Kotis, the Fangkeeper",{1}{B}{G}{U},4.0,Legendary Creature — Zombie Warrior,"Indestructible
Whenever Kotis deals combat damage to a player, exile the top X cards of their library, where X is the amount of damage dealt. You may cast any number of spells with mana value X or less from among them without paying their mana costs.","B,G,U","B,G,U",rare,PTDM,Tarkir: Dragonstorm Promos,202p,2,1,,,Indestructible,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Koya, Death from Above",{2}{W},3.0,Legendary Creature — Mutant Ninja Bird,"Flying
When Koya enters, exile up to one other target creature. At the beginning of the next end step, you may pay {3}{B}. If you don't, return that card to the battlefield under its owner's control.",W,"B,W",uncommon,TMT,Teenage Mutant Ninja Turtles,11,2,1,,,Flying,flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Krang & Shredder,{4}{U/B}{U/B},6.0,Legendary Creature — Utrom Human Ninja,"Whenever Krang & Shredder enter or attack, each opponent exiles cards from the top of their library until they exile a nonland card.
Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, you may cast a card exiled with Krang & Shredder without paying its mana cost.","B,U","B,U",rare,TMT,Teenage Mutant Ninja Turtles,201,6,7,,,Disappear,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Krang, Master Mind",{6}{U}{U},8.0,Legendary Artifact Creature — Utrom Warrior,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When Krang enters, if you have fewer than four cards in hand, draw cards equal to the difference.
Krang gets +1/+0 for each other artifact you control.",U,U,rare,TMT,Teenage Mutant Ninja Turtles,230,1,4,,,Affinity,draw;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Krang, Utrom Warlord",{9},9.0,Legendary Artifact Creature — Utrom Robot,"Flying, trample, indestructible, haste
Other artifact creatures you control have flying, trample, indestructible, and haste.",,,mythic,TMT,Teenage Mutant Ninja Turtles,290,9,9,,,Flying;Indestructible;Haste;Trample,flying;haste;protection;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kraul Whipcracker,{B}{G},2.0,Creature — Insect Assassin,"Reach
When this creature enters, destroy target token an opponent controls.","B,G","B,G",uncommon,MKM,Murders at Karlov Manor,364,3,2,,,Reach,reach;removal;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Kraum, Violent Cacophony",{2}{U}{R},4.0,Legendary Creature — Zombie Horror,"Flying
Whenever you cast your second spell each turn, put a +1/+1 counter on Kraum and draw a card.","R,U","R,U",uncommon,OTJ,Outlaws of Thunder Junction,214,2,3,,,Flying,draw;flying;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Kraven the Hunter,{1}{B}{G},3.0,Legendary Creature — Human Warrior Villain,"Trample
Whenever a creature an opponent controls with the greatest power among creatures that player controls dies, draw a card and put a +1/+1 counter on Kraven the Hunter.","B,G","B,G",rare,OM1,Through the Omenpaths,127,4,3,,,Trample,draw;pump;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kraven's Cats,{1}{G},2.0,Creature — Cat Villain,{2}{G}: This creature gets +2/+2 until end of turn. Activate only once each turn.,G,G,common,SPM,Marvel's Spider-Man,104,2,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Kraven, Proud Predator",{1}{R}{G},3.0,Legendary Creature — Human Warrior Villain,"Vigilance
Top of the Food Chain — Kraven's power is equal to the greatest mana value among permanents you control.","G,R","G,R",uncommon,OM1,Through the Omenpaths,135,*,4,,,Vigilance,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Krenko's Buzzcrusher,{2}{R}{R},4.0,Artifact Creature — Insect Thopter,"Flying, trample
When this creature enters, for each player, destroy up to one nonbasic land that player controls. For each land destroyed this way, its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",R,R,rare,MKM,Murders at Karlov Manor,136,4,4,,,Flying;Trample,flying;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
