name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Pathfinding Axejaw,{3}{G},4.0,Creature — Dinosaur,"When this creature enters, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",G,G,common,LCI,The Lost Caverns of Ixalan,206,4,3,,,Explore,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Patient Naturalist,{2}{G},3.0,Creature — Human Scout,"When this creature enters, mill three cards. Put a land card from among the milled cards into your hand. If you can't, create a Treasure token. (To mill three cards, put the top three cards of your library into your graveyard.)",G,G,common,OTJ,Outlaws of Thunder Junction,174,2,3,,,Treasure;Mill,mill;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Pawpatch Recruit,{G},1.0,Creature — Rabbit Warrior,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Trample
Whenever a creature you control becomes the target of a spell or ability an opponent controls, put a +1/+1 counter on target creature you control other than that creature.",G,G,rare,PBLB,Bloomburrow Promos,187s,2,1,,,Offspring;Trample,pump;token;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Peerless Ropemaster,{4}{U},5.0,Creature — Human Rogue,"When this creature enters, return up to one target tapped creature to its owner's hand.",U,U,common,OTJ,Outlaws of Thunder Junction,60,4,4,,,,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Pelakka Wurm,{4}{G}{G}{G},7.0,Creature — Wurm,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
When this creature enters, you gain 7 life.
When this creature dies, draw a card.",G,G,rare,M19,Core Set 2019,192,7,7,,,Trample,draw;lifegain;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Pensive Professor,{1}{U}{U},3.0,Creature — Human Wizard,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
Whenever one or more +1/+1 counters are put on this creature, draw a card.",U,U,rare,SOS,Secrets of Strixhaven,63,0,2,,,Increment,draw;pump,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Perforating Artist,{1}{B}{R},3.0,Creature — Devil,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Raid — At the beginning of your end step, if you attacked this turn, each opponent loses 3 life unless that player sacrifices a nonland permanent of their choice or discards a card.","B,R","B,R",uncommon,FDN,Foundations,124,3,2,,,Raid;Deathtouch,deathtouch;discard,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Perigee Beckoner,{4}{B},5.0,Creature — Horror,"When this creature enters, until end of turn, another target creature you control gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control.""
Warp {1}{B} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",B,B,common,EOE,Edge of Eternities,112,4,5,,,Warp,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Perimeter Enforcer,{1}{W},2.0,Creature — Human Detective,"Flying, lifelink
Whenever another Detective you control enters and whenever a Detective you control is turned face up, this creature gets +1/+1 until end of turn.",W,W,uncommon,MKM,Murders at Karlov Manor,31,1,1,,,Flying;Lifelink,flying;lifegain;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Persistent Marshstalker,{1}{B},2.0,Creature — Rat Berserker,"This creature gets +1/+0 for each other Rat you control.
Threshold — Whenever you attack with one or more Rats, if there are seven or more cards in your graveyard, you may pay {2}{B}. If you do, return this card from your graveyard to the battlefield tapped and attacking.",B,B,uncommon,BLB,Bloomburrow,104,3,1,,,Threshold,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Person of Interest,{3}{R},4.0,Creature — Human Rogue,"When this creature enters, suspect it. Create a 2/2 white and blue Detective creature token. (A suspected creature has menace and can't block.)",R,R,common,MKM,Murders at Karlov Manor,139,2,2,,,Suspect,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Persuasive Interrogators,{4}{B}{B},6.0,Creature — Gorgon Detective,"When this creature enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you sacrifice a Clue, target opponent gets two poison counters. (A player with ten or more poison counters loses the game.)",B,B,uncommon,MKM,Murders at Karlov Manor,345,5,6,,,Investigate,draw;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Pest Mascot,{1}{B}{G},3.0,Creature — Pest Ape,"Trample
Whenever you gain life, put a +1/+1 counter on this creature.","B,G","B,G",common,SOS,Secrets of Strixhaven,209,2,3,,,Trample,lifegain;pump;trample,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pestbrood Sloth,{3}{G},4.0,Creature — Plant Sloth,"Reach
When this creature dies, create two 1/1 black and green Pest creature tokens with ""Whenever this token attacks, you gain 1 life.""",G,G,uncommon,SOS,Secrets of Strixhaven,157,4,4,,,Reach,lifegain;reach;token,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pestered Wellguard,{3}{U},4.0,Creature — Merfolk Soldier,"Whenever this creature becomes tapped, create a 1/1 blue and black Faerie creature token with flying.",U,U,uncommon,ECL,Lorwyn Eclipsed,63,3,2,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pests of Honor,{2}{W},3.0,Creature — Mouse,"Celebration — At the beginning of combat on your turn, if two or more nonland permanents entered the battlefield under your control this turn, put a +1/+1 counter on this creature.",W,W,uncommon,WOE,Wilds of Eldraine,310,2,2,,,Celebration,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Peter Parker // Amazing Spider-Man,,2.0,Legendary Creature — Human Scientist Hero // Legendary Creature — Spider Human Hero,,,"G,U,W",mythic,OM1,Through the Omenpaths,21,,,,,Reach;Vigilance;Transform,reach;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Picklock Prankster // Free the Fae,{1}{U} // {1}{U},2.0,Creature — Faerie Rogue // Instant — Adventure,,U,U,uncommon,WOE,Wilds of Eldraine,64,1,3,,,Flying;Vigilance;Mill,flying;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Picnic Ruiner // Stolen Goodies,{1}{R} // {3}{G},2.0,Creature — Goblin Rogue // Sorcery — Adventure,,R,"G,R",uncommon,WOE,Wilds of Eldraine,232,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Piggy Bank,{1}{R},2.0,Artifact Creature — Boar Toy,"When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",R,R,uncommon,DSK,Duskmourn: House of Horror,148,3,2,,"B,G,R,U,W",Treasure,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pigment Wrangler // Striking Palette,{4}{R} // {R},5.0,Creature — Orc Sorcerer // Sorcery,,R,R,uncommon,SOS,Secrets of Strixhaven,126,4,4,,,Flying;Prepared,flying,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pileated Provisioner,{4}{W},5.0,Creature — Bird Scout,"Flying
When this creature enters, put a +1/+1 counter on target creature you control without flying.",W,W,common,BLB,Bloomburrow,25,3,4,,,Flying,flying;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Pinnacle Emissary,{1}{U}{R},3.0,Artifact Creature — Robot,"Whenever you cast an artifact spell, create a 1/1 colorless Drone artifact creature token with flying and ""This token can block only creatures with flying.""
Warp {U/R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)","R,U","R,U",rare,EOE,Edge of Eternities,349,3,3,,,Warp,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Piranha Fly,{1}{U},2.0,Creature — Fish Insect,"Flying
This creature enters tapped.",U,U,common,DSK,Duskmourn: House of Horror,70,2,1,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Pirate Peddlers,{2}{B},3.0,Creature — Human Pirate,"Deathtouch
Whenever you sacrifice another permanent, put a +1/+1 counter on this creature.",B,B,common,TLA,Avatar: The Last Airbender,115,2,2,,,Deathtouch,deathtouch;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Pit Automaton,{2},2.0,Artifact Creature — Construct,"Defender
{T}: Add {C}{C}. Spend this mana only to activate abilities.
{2}, {T}: When you next activate an exhaust ability that isn't a mana ability this turn, copy it. You may choose new targets for the copy.",,,uncommon,DFT,Aetherdrift,238,0,4,,C,Defender,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Pizza Face, Gastromancer",{3}{B}{G},5.0,Legendary Artifact Creature — Food Mutant,"When Pizza Face enters, create a Food token.
Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, put three +1/+1 counters on up to one other target artifact or creature. If it isn't a creature, it becomes a 0/0 Mutant creature in addition to its other types.
{10}, {T}, Sacrifice Pizza Face: You gain 15 life.","B,G","B,G",uncommon,TMT,Teenage Mutant Ninja Turtles,163,2,4,,,Disappear;Food,lifegain;pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Platypus-Bear,{1}{G/U},2.0,Creature — Platypus Bear,"Defender
When this creature enters, mill two cards. (Put the top two cards of your library into your graveyard.)
As long as there is a Lesson card in your graveyard, this creature can attack as though it didn't have defender.","G,U","G,U",common,TLA,Avatar: The Last Airbender,236,2,3,,,Mill;Defender,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Plumecreed Escort,{1}{U},2.0,Creature — Bird Scout,"Flash
Flying
When this creature enters, target creature you control gains hexproof until end of turn.",U,U,uncommon,BLB,Bloomburrow,65,2,1,,,Flying;Flash,flash;flying;protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Plumecreed Mentor,{1}{W}{U},3.0,Creature — Bird Scout,"Flying
Whenever this creature or another creature you control with flying enters, put a +1/+1 counter on target creature you control without flying.","U,W","U,W",uncommon,BLB,Bloomburrow,228,2,3,,,Flying,flying;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Plundering Pirate,{2}{R},3.0,Creature — Orc Pirate,"When this creature enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",R,R,common,LCI,The Lost Caverns of Ixalan,160,3,2,,"B,G,R,U,W",Treasure,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Poised Practitioner,{2}{W},3.0,Creature — Human Monk,"Flurry — Whenever you cast your second spell each turn, put a +1/+1 counter on this creature. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",W,W,common,TDM,Tarkir: Dragonstorm,18,2,3,,,Flurry;Scry,pump;scry,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Poison Dart Frog,{1}{G},2.0,Creature — Frog,"Reach
{T}: Add one mana of any color.
{2}: This creature gains deathtouch until end of turn.",G,G,common,LCI,The Lost Caverns of Ixalan,207,1,1,,"B,G,R,U,W",Reach,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Poisoner's Apprentice,{2}{B},3.0,Creature — Orc Warlock,"Infusion — When this creature enters, target creature an opponent controls gets -4/-4 until end of turn if you gained life this turn.",B,B,uncommon,SOS,Secrets of Strixhaven,92,2,2,,,Infusion,lifegain,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pollen-Shield Hare // Hare Raising,{1}{W} // {G},2.0,Creature — Rabbit // Sorcery — Adventure,,W,"G,W",rare,PWOE,Wilds of Eldraine Promos,233p,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Pompous Gadabout,{2}{G},3.0,Creature — Human Citizen,"During your turn, this creature has hexproof.
This creature can't be blocked by creatures that don't have a name.",G,G,uncommon,MKM,Murders at Karlov Manor,171,4,2,,,,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Pond Prophet,{G/U}{G/U},2.0,Creature — Frog Advisor,"When this creature enters, draw a card.","G,U","G,U",common,BLB,Bloomburrow,229,1,1,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Popular Egotist,{2}{B},3.0,Creature — Human Rogue,"{1}{B}, Sacrifice another creature or enchantment: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)
Whenever you sacrifice a permanent, target opponent loses 1 life and you gain 1 life.",B,B,uncommon,DSK,Duskmourn: House of Horror,114,3,2,,,,lifegain;protection;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Possessed Goat,{W},1.0,Creature — Goat,"{3}, Discard a card: Put three +1/+1 counters on this creature and it becomes a black Demon in addition to its other colors and types. Activate only once.",W,W,common,DSK,Duskmourn: House of Horror,25,1,1,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Possibility Technician,{2}{R},3.0,Creature — Kavu Artificer,"Whenever this creature or another Kavu you control enters, exile the top card of your library. For as long as that card remains exiled, you may play it if you control a Kavu.
Warp {1}{R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",R,R,rare,EOE,Edge of Eternities,153,3,3,,,Warp,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Postmortem Professor,{1}{B},2.0,Creature — Zombie Warlock,"This creature can't block.
Whenever this creature attacks, each opponent loses 1 life and you gain 1 life.
{1}{B}, Exile an instant or sorcery card from your graveyard: Return this card from your graveyard to the battlefield.",B,B,rare,SOS,Secrets of Strixhaven,93,2,2,,,,lifegain,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pothole Mole,{2}{G},3.0,Creature — Mole,"When this creature enters, mill three cards, then you may return a land card from your graveyard to your hand. (To mill three cards, put the top three cards of your library into your graveyard.)",G,G,common,DFT,Aetherdrift,176,2,3,,,Mill,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Practiced Scrollsmith,{R}{R/W}{W},3.0,Creature — Dwarf Cleric,"First strike
When this creature enters, exile target noncreature, nonland card from your graveyard. Until the end of your next turn, you may cast that card.","R,W","R,W",uncommon,SOS,Secrets of Strixhaven,210,3,2,,,First strike,removal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Prairie Dog,{1}{W},2.0,Creature — Squirrel,"Lifelink
At the beginning of your end step, if you haven't cast a spell from your hand this turn, put a +1/+1 counter on this creature.
{4}{W}: Until end of turn, if you would put one or more +1/+1 counters on a creature you control, put that many plus one +1/+1 counters on it instead.",W,W,uncommon,OTJ,Outlaws of Thunder Junction,24,2,2,,,Lifelink,lifegain;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Preacher of the Schism,{2}{B},3.0,Creature — Vampire Cleric,"Deathtouch
Whenever this creature attacks the player with the most life or tied for most life, create a 1/1 white Vampire creature token with lifelink.
Whenever this creature attacks while you have the most life or are tied for most life, you draw a card and you lose 1 life.",B,B,rare,LCI,The Lost Caverns of Ixalan,367,2,4,,,Deathtouch,deathtouch;draw;lifegain;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Predator Ooze,{G}{G}{G},3.0,Creature — Ooze,"Indestructible (Damage and effects that say ""destroy"" don't destroy this creature.)
Whenever this creature attacks, put a +1/+1 counter on it.
Whenever a creature dealt damage by this creature this turn dies, put a +1/+1 counter on this creature.",G,G,rare,FDN,Foundations,642,1,1,,,Indestructible,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Prehistoric Pet,{W},1.0,Creature — Dinosaur Ninja,"This creature can't be blocked by creatures with greater power.
{1}{W}, {T}: Return another target creature you control to its owner's hand. Activate only during your turn.",W,W,rare,TMT,Teenage Mutant Ninja Turtles,22,1,2,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pretending Poxbearers,{1}{W/B},2.0,Creature — Human Citizen Ally,"When this creature dies, create a 1/1 white Ally creature token.","B,W","B,W",common,TLA,Avatar: The Last Airbender,237,2,1,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Prickly Pair,{2}{R},3.0,Creature — Plant Mercenary,"When this creature enters, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",R,R,common,OTJ,Outlaws of Thunder Junction,137,2,2,,,,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Pride of the Road,{3}{W},4.0,Creature — Zombie Cat Warrior,"Vigilance
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — At the beginning of combat on your turn, target creature or Vehicle you control gains double strike until end of turn.",W,W,uncommon,DFT,Aetherdrift,24,2,5,,,Max speed;Vigilance;Start your engines!,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Prideful Feastling,{2}{W/B},3.0,Creature — Shapeshifter,"Changeling (This card is every creature type.)
Lifelink","B,W","B,W",common,ECL,Lorwyn Eclipsed,238,2,3,,,Lifelink;Changeling,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Prideful Parent,{2}{W},3.0,Creature — Cat,"Vigilance (Attacking doesn't cause this creature to tap.)
When this creature enters, create a 1/1 white Cat creature token.",W,W,common,FDN,Foundations,21,2,2,,,Vigilance,token;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Prime Speaker Zegana,{2}{G}{G}{U}{U},6.0,Legendary Creature — Merfolk Wizard,"Prime Speaker Zegana enters with X +1/+1 counters on it, where X is the greatest power among other creatures you control.
When Prime Speaker Zegana enters, draw cards equal to its power.","G,U","G,U",mythic,LCC,The Lost Caverns of Ixalan Commander,278,1,1,,,,draw;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Primordial Gnawer,{4}{B},5.0,Creature — Insect Horror,"When this creature dies, discover 3. (Exile cards from the top of your library until you exile a nonland card with mana value 3 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",B,B,common,LCI,The Lost Caverns of Ixalan,114,5,2,,,Discover,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Primordial Pachyderm,{3}{G},4.0,Creature — Elephant Avatar,"Reach, trample
When this creature enters, you gain 2 life.",G,G,common,TMT,Teenage Mutant Ninja Turtles,129,4,4,,,Reach;Trample,lifegain;reach;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Prismabasher,{4}{G}{G},6.0,Creature — Elemental,"Trample
Vivid — When this creature enters, up to X target creatures you control get +X/+X until end of turn, where X is the number of colors among permanents you control.",G,G,uncommon,ECL,Lorwyn Eclipsed,188,6,6,,,Trample;Vivid,pump;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Prismari, the Inspiration",{5}{U}{R},7.0,Legendary Creature — Elder Dragon,"Flying
Ward—Pay 5 life.
Instant and sorcery spells you cast have storm. (Whenever you cast an instant or sorcery spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)","R,U","R,U",mythic,SOS,Secrets of Strixhaven,285,7,7,,,Flying;Ward,flying,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
