name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Taxi Driver,{1}{R},2.0,Creature — Human Pilot,"{1}, {T}: Target creature gains haste until end of turn.",R,R,common,SPM,Marvel's Spider-Man,97,3,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Teacher's Pest,{B}{G},2.0,Creature — Skeleton Pest,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever this creature attacks, you gain 1 life.
{B}{G}: Return this card from your graveyard to the battlefield tapped.","B,G","B,G",uncommon,SOS,Secrets of Strixhaven,238,1,1,,,Menace,lifegain;menace,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Teapot Slinger,{3}{R},4.0,Creature — Raccoon Warrior,"Menace
Whenever you expend 4, this creature deals 2 damage to each opponent. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",R,R,uncommon,BLB,Bloomburrow,157,3,4,,,Menace,menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Technodrome,{2},2.0,Artifact Creature — Construct,"Reach, trample
This creature can't attack or block unless its power is 6 or greater.
{T}, Sacrifice another artifact: Draw a card. Put a +1/+1 counter on this creature.",,,mythic,TMT,Teenage Mutant Ninja Turtles,179,3,3,,,Reach;Trample,draw;pump;reach;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Tellah, Great Sage",{3}{U}{R},5.0,Legendary Creature — Human Wizard,"Whenever you cast a noncreature spell, create a 1/1 colorless Hero creature token. If four or more mana was spent to cast that spell, draw two cards. If eight or more mana was spent to cast that spell, sacrifice Tellah and it deals that much damage to each opponent.","R,U","R,U",rare,FIN,Final Fantasy,349,3,3,,,,draw;removal;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tempest Angler,{1}{U/R}{U/R},3.0,Creature — Otter Wizard,"Whenever you cast a noncreature spell, put a +1/+1 counter on this creature.","R,U","R,U",common,BLB,Bloomburrow,235,2,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tempest Djinn,{U}{U}{U},3.0,Creature — Djinn,"Flying
This creature gets +1/+0 for each basic Island you control.",U,U,rare,DOM,Dominaria,68,0,4,,,Flying,flying;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tempest Hart // Scan the Clouds,{3}{G} // {1}{U},4.0,Creature — Elemental Elk // Instant — Adventure,,G,"G,U",uncommon,WOE,Wilds of Eldraine,238,3,4,,,Trample,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Tempest Hawk,{2}{W},3.0,Creature — Bird,"Flying
Whenever this creature deals combat damage to a player, you may search your library for a card named Tempest Hawk, reveal it, put it into your hand, then shuffle.
A deck can have any number of cards named Tempest Hawk.",W,W,common,TDM,Tarkir: Dragonstorm,31,2,2,,,Flying,flying;tutor,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Temur Battlecrier,{G}{U}{R},3.0,Creature — Orc Ranger,"During your turn, spells you cast cost {1} less to cast for each creature you control with power 4 or greater.","G,R,U","G,R,U",rare,PTDM,Tarkir: Dragonstorm Promos,228s,4,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Temur Devotee,{1}{U},2.0,Creature — Human Druid,"Defender
{1}: Add {G}, {U}, or {R}. Activate only once each turn.",U,"G,R,U",common,TDM,Tarkir: Dragonstorm,61,3,3,,"G,R,U",Defender,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Temur Tawnyback,{2/G}{2/U}{2/R},6.0,Creature — Beast,"When this creature enters, draw a card, then discard a card.","G,R,U","G,R,U",common,TDM,Tarkir: Dragonstorm,229,4,3,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tenacious Tomeseeker,{2}{U},3.0,Creature — Human Knight,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
When this creature enters, if it was bargained, return target instant or sorcery card from your graveyard to your hand.",U,U,uncommon,WOE,Wilds of Eldraine,74,3,2,,,Bargain,bounce;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Tender Wildguide,{1}{G},2.0,Creature — Possum Druid,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
{T}: Add one mana of any color.
{T}: Put a +1/+1 counter on this creature.",G,G,rare,BLB,Bloomburrow,325,2,2,,"B,G,R,U,W",Offspring,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tendril of the Mycotyrant,{1}{G},2.0,Creature — Fungus Wizard,{5}{G}{G}: Put seven +1/+1 counters on target noncreature land you control. It becomes a 0/0 Fungus creature with haste. It's still a land.,G,G,uncommon,LCI,The Lost Caverns of Ixalan,215,2,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Tenth District Hero,{1}{W},2.0,Creature — Human,"{1}{W}, Collect evidence 2: This creature becomes a Human Detective with base power and toughness 4/4 and gains vigilance.
{2}{W}, Collect evidence 4: If this creature is a Detective, it becomes a legendary creature named Mileva, the Stalwart, it has base power and toughness 5/5, and it gains ""Other creatures you control have indestructible.""",W,W,rare,PMKM,Murders at Karlov Manor Promos,34p,2,3,,,Collect evidence,protection;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Tenured Concocter,{4}{G},5.0,Creature — Troll Druid,"Vigilance
Whenever this creature becomes the target of a spell or ability an opponent controls, you may draw a card.
Infusion — This creature gets +2/+0 as long as you gained life this turn.",G,G,common,SOS,Secrets of Strixhaven,163,4,5,,,Infusion;Vigilance,draw;lifegain;pump;vigilance,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Teo, Spirited Glider",{3}{U},4.0,Legendary Creature — Human Pilot Ally,"Flying
Whenever one or more creatures you control with flying attack, draw a card, then discard a card. When you discard a nonland card this way, put a +1/+1 counter on target creature you control.",U,U,uncommon,TLA,Avatar: The Last Airbender,74,1,4,,,Flying,draw;flying;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Terra, Magical Adept // Esper Terra",,3.0,Legendary Creature — Human Wizard Warrior // Legendary Enchantment Creature — Saga Wizard,,,"B,G,R,U,W",mythic,FIN,Final Fantasy,323,,,,"B,R,U,W",Flying;Transform;Mill;Trance,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Terrapact Intimidator,{1}{R},2.0,Creature — Kavu Scout,"When this creature enters, target opponent may have you create two Lander tokens. If they don't, put two +1/+1 counters on this creature. (A Lander token is an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",R,R,uncommon,EOE,Edge of Eternities,164,2,1,,,,pump;ramp;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Terrian, World Tyrant",{2}{G}{G}{G},5.0,Legendary Creature — Dinosaur Ooze,,G,G,uncommon,DFT,Aetherdrift,182,9,7,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Territorial Bruntar,{4}{R}{R},6.0,Creature — Beast,"Reach
Landfall — Whenever a land you control enters, exile cards from the top of your library until you exile a nonland card. You may cast that card this turn.",R,R,uncommon,EOE,Edge of Eternities,165,6,6,,,Reach;Landfall,mill;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Territorial Witchstalker,{1}{G},2.0,Creature — Wolf,"Defender
At the beginning of combat on your turn, if you control a creature with power 4 or greater, this creature gets +1/+0 until end of turn and can attack this turn as though it didn't have defender.",G,G,common,WOE,Wilds of Eldraine,189,2,3,,,Defender,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Terror of Mount Velus,{5}{R}{R},7.0,Creature — Dragon,"Flying
Double strike (This creature deals both first-strike and regular combat damage.)
When this creature enters, creatures you control gain double strike until end of turn.",R,R,rare,THB,Theros Beyond Death,295,5,5,,,Flying;Double strike,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Terror of the Peaks,{3}{R}{R},5.0,Creature — Dragon,"Flying
Spells your opponents cast that target this creature cost an additional 3 life to cast.
Whenever another creature you control enters, this creature deals damage equal to that creature's power to any target.",R,R,mythic,PM21,Core Set 2021 Promos,164p,5,4,,,Flying,flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Tersa Lightshatter,{2}{R},3.0,Legendary Creature — Orc Wizard,"Haste
When Tersa Lightshatter enters, discard up to two cards, then draw that many cards.
Whenever Tersa Lightshatter attacks, if there are seven or more cards in your graveyard, exile a card at random from your graveyard. You may play that card this turn.",R,R,rare,PTDM,Tarkir: Dragonstorm Promos,127s,3,3,,,Haste,haste,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tester of the Tangential,{1}{U},2.0,Creature — Djinn Wizard,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
At the beginning of combat on your turn, you may pay {X}. When you do, move X +1/+1 counters from this creature onto another target creature.",U,U,uncommon,SOS,Secrets of Strixhaven,69,1,1,,,Increment,pump;tribal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Teval, Arbiter of Virtue",{2}{B}{G}{U},5.0,Legendary Creature — Spirit Dragon,"Flying, lifelink
Spells you cast have delve. (Each card you exile from your graveyard while casting those spells pays for {1}.)
Whenever you cast a spell, you lose life equal to its mana value.","B,G,U","B,G,U",mythic,TDM,Tarkir: Dragonstorm,230,6,6,,,Flying;Lifelink,flying;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Textbook Tabulator,{2}{U},3.0,Creature — Frog Wizard,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",U,U,common,SOS,Secrets of Strixhaven,70,0,3,,,Surveil;Increment,pump;surveil,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Teysa, Opulent Oligarch",{1}{W}{B},3.0,Legendary Creature — Human Advisor,"Deathtouch
At the beginning of your end step, investigate for each opponent who lost life this turn.
Whenever a Clue you control is put into a graveyard from the battlefield, create a 1/1 white and black Spirit creature token with flying. This ability triggers only once each turn.","B,W","B,W",rare,MKM,Murders at Karlov Manor,321z,2,3,,,Investigate;Deathtouch,deathtouch;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Thawbringer,{2}{G},3.0,Creature — Insect Scout,"When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",G,G,common,EOE,Edge of Eternities,211,4,2,,,Surveil,surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
The Ancient One,{U}{B},2.0,Legendary Creature — Spirit God,"Descend 8 — The Ancient One can't attack or block unless there are eight or more permanent cards in your graveyard.
{2}{U}{B}: Draw a card, then discard a card. When you discard a card this way, target player mills cards equal to its mana value.","B,U","B,U",mythic,PLCI,The Lost Caverns of Ixalan Promos,222p,8,8,,,Descend;Mill,draw;mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"The Boulder, Ready to Rumble",{3}{G},4.0,Legendary Creature — Human Warrior Performer,"Whenever The Boulder attacks, earthbend X, where X is the number of creatures you control with power 4 or greater. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",G,G,uncommon,TLA,Avatar: The Last Airbender,168,4,4,,,Earthbend,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Dawning Archaic,{10},10.0,Legendary Creature — Avatar,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
Reach
Whenever The Dawning Archaic attacks, you may cast target instant or sorcery card from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",,,mythic,SOS,Secrets of Strixhaven,1,7,7,,,Reach,reach,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Earth King,{3}{G},4.0,Legendary Creature — Human Noble Ally,"When The Earth King enters, create a 4/4 green Bear creature token.
Whenever one or more creatures you control with power 4 or greater attack, search your library for up to that many basic land cards, put them onto the battlefield tapped, then shuffle.",G,G,rare,TLA,Avatar: The Last Airbender,344,2,2,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Emperor of Palamecia // The Lord Master of Hell,,2.0,Legendary Creature — Human Noble Wizard // Legendary Creature — Demon Noble Wizard,,,"R,U",uncommon,FIN,Final Fantasy,484,,,,"R,U",Starfall;Transform,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"The Gitrog, Ravenous Ride",{3}{B}{G},5.0,Legendary Creature — Frog Horror Mount,"Trample, haste
Whenever The Gitrog deals combat damage to a player, you may sacrifice a creature that saddled it this turn. If you do, draw X cards, then put up to X land cards from your hand onto the battlefield tapped, where X is the sacrificed creature's power.
Saddle 1","B,G","B,G",mythic,POTJ,Outlaws of Thunder Junction Promos,206s,6,5,,,Saddle;Haste;Trample,draw;haste;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
The Goose Mother,{X}{G}{U},2.0,Legendary Creature — Bird Hydra,"Flying
The Goose Mother enters with X +1/+1 counters on it.
When The Goose Mother enters, create half X Food tokens, rounded up.
Whenever The Goose Mother attacks, you may sacrifice a Food. If you do, draw a card.","G,U","G,U",rare,WOE,Wilds of Eldraine,362,2,2,,,Flying;Food,draw;flying;pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
The Infamous Cruelclaw,{1}{B}{R},3.0,Legendary Creature — Weasel Mercenary,"Menace
Whenever The Infamous Cruelclaw deals combat damage to a player, exile cards from the top of your library until you exile a nonland card. You may cast that card by discarding a card rather than paying its mana cost.","B,R","B,R",mythic,PBLB,Bloomburrow Promos,219p,3,3,,,Menace,menace;mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Jolly Balloon Man,{1}{R}{W},3.0,Legendary Creature — Human Clown,"Haste
{1}, {T}: Create a token that's a copy of another target creature you control, except it's a 1/1 red Balloon creature in addition to its other colors and types and it has flying and haste. Sacrifice it at the beginning of the next end step. Activate only as a sorcery.","R,W","R,W",rare,DSK,Duskmourn: House of Horror,359,1,4,,,Haste,haste;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Legend of Kuruk // Avatar Kuruk,,4.0,Enchantment — Saga // Legendary Creature — Avatar,,,U,mythic,TLA,Avatar: The Last Airbender,61,,,,,Transform;Exhaust;Waterbend;Scry,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Legend of Kyoshi // Avatar Kyoshi,,6.0,Enchantment — Saga // Legendary Creature — Avatar,,,G,mythic,TLA,Avatar: The Last Airbender,186,,,,"B,G,R,U,W",Transform;Earthbend,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Legend of Roku // Avatar Roku,,4.0,Enchantment — Saga // Legendary Creature — Avatar,,,R,mythic,TLA,Avatar: The Last Airbender,357,,,,"B,G,R,U,W",Transform;Firebending,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Legend of Yangchen // Avatar Yangchen,,5.0,Enchantment — Saga // Legendary Creature — Avatar,,,W,mythic,TLA,Avatar: The Last Airbender,354,,,,,Flying;Airbend;Transform,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Lion-Turtle,{1}{G}{U},3.0,Legendary Creature — Elder Cat Turtle,"Vigilance, reach
When The Lion-Turtle enters, you gain 3 life.
The Lion-Turtle can't attack or block unless there are three or more Lesson cards in your graveyard.
{T}: Add one mana of any color.","G,U","G,U",rare,PTLA,Avatar: The Last Airbender Promos,232s,3,6,,"B,G,R,U,W",Reach;Vigilance,lifegain;reach;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"The Mechanist, Aerial Artisan",{2}{U},3.0,Legendary Creature — Human Artificer Ally,"Whenever you cast a noncreature spell, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
{T}: Until end of turn, target artifact token you control becomes a 3/1 Construct artifact creature with flying.",U,U,rare,PTLA,Avatar: The Last Airbender Promos,64s,1,3,,,,draw;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Mindskinner,{U}{U}{U},3.0,Legendary Enchantment Creature — Nightmare,"The Mindskinner can't be blocked.
If a source you control would deal damage to an opponent, prevent that damage and each opponent mills that many cards.",U,U,rare,DSK,Duskmourn: House of Horror,357,10,1,,,Mill,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
