name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Deadly Embrace,{3}{B}{B},5.0,Sorcery,Destroy target creature an opponent controls. Then draw a card for each creature that died this turn.,B,B,rare,FIN,Final Fantasy,557,,,,,,draw;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Deadly Precision,{B},1.0,Sorcery,"As an additional cost to cast this spell, pay {4} or sacrifice an artifact or creature.
Destroy target creature.",B,B,common,TLA,Avatar: The Last Airbender,95,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Death Begets Life,{5}{B}{G}{U},8.0,Sorcery,Destroy all creatures and enchantments. Draw a card for each permanent destroyed this way.,"B,G,U","B,G,U",mythic,TDM,Tarkir: Dragonstorm,406,,,,,,draw;wipe,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Deathmark,{B},1.0,Sorcery,Destroy target green or white creature.,B,B,uncommon,FDN,Foundations,601,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Decode Transmissions,{2}{B},3.0,Sorcery,"You draw two cards and lose 2 life.
Void — If a nonland permanent left the battlefield this turn or a spell was warped this turn, instead you draw two cards and each opponent loses 2 life.",B,B,common,EOE,Edge of Eternities,94,,,,,Void,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Decorum Dissertation,{3}{B}{B},5.0,Sorcery — Lesson,"Target player draws two cards and loses 2 life.
Paradigm (Then exile this spell. After you first resolve a spell with this name, you may cast a copy of it from exile without paying its mana cost at the beginning of each of your first main phases.)",B,B,mythic,SOS,Secrets of Strixhaven,292,,,,,Paradigm,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Defibrillating Current,{2/R}{2/W}{2/B},6.0,Sorcery,Defibrillating Current deals 4 damage to target creature or planeswalker and you gain 2 life.,"B,R,W","B,R,W",uncommon,TDM,Tarkir: Dragonstorm,177,,,,,,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Defossilize,{4}{B},5.0,Sorcery,"Return target creature card from your graveyard to the battlefield. That creature explores, then it explores again. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on that creature, then put the card back or put it into your graveyard. Then repeat this process.)",B,B,uncommon,LCI,The Lost Caverns of Ixalan,103,,,,,Explore,bounce;pump;reanimation,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Demonic Counsel,{1}{B},2.0,Sorcery,"Search your library for a Demon card, reveal it, put it into your hand, then shuffle.
Delirium — If there are four or more card types among cards in your graveyard, instead search your library for any card, put it into your hand, then shuffle.",B,B,rare,PDSK,Duskmourn: House of Horror Promos,92s,,,,,Delirium,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Destined Confrontation,{2}{W}{W},4.0,Sorcery,"Each player chooses any number of creatures they control with total power 4 or less, then sacrifices all other creatures they control.",W,W,uncommon,TLA,Avatar: The Last Airbender,15,,,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Devastating Onslaught,{X}{X}{R},1.0,Sorcery,Create X tokens that are copies of target artifact or creature you control. Those tokens gain haste until end of turn. Sacrifice them at the beginning of the next end step.,R,R,mythic,EOE,Edge of Eternities,387,,,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Devout Decree,{1}{W},2.0,Sorcery,Exile target creature or planeswalker that's black or red. Scry 1. (Look at the top card of your library. You may put that card on the bottom.),W,W,uncommon,M20,Core Set 2020,13,,,,,Scry,removal;scry,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dewdrop Cure,{2}{W},3.0,Sorcery,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Return up to two target creature cards each with mana value 2 or less from your graveyard to the battlefield. If the gift was promised, instead return up to three target creature cards each with mana value 2 or less from your graveyard to the battlefield.",W,W,uncommon,BLB,Bloomburrow,10,,,,,Gift,bounce;draw;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dig Site Inventory,{W},1.0,Sorcery,"Put a +1/+1 counter on target creature you control. It gains vigilance until end of turn.
Flashback {W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",W,W,common,SOS,Secrets of Strixhaven,10,,,,,Flashback,flash;pump,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Diresight,{2}{B},3.0,Sorcery,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",B,B,common,TLE,Avatar: The Last Airbender Eternal,162,,,,,Surveil,draw;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Donatello's Technique,{2}{U},3.0,Sorcery,"Sneak {U} (You may cast this spell for {U} if you also return an unblocked attacker you control to hand during the declare blockers step.)
Draw two cards.",U,U,uncommon,TMT,Teenage Mutant Ninja Turtles,228,,,,,Sneak,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Doppelgang,{X}{X}{X}{G}{U},2.0,Sorcery,"For each of X target permanents, create X tokens that are copies of that permanent.","G,U","G,U",rare,MKM,Murders at Karlov Manor,414,,,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Dragon Fodder,{1}{R},2.0,Sorcery,Create two 1/1 red Goblin creature tokens.,R,R,common,DDG,Duel Decks: Knights vs. Dragons,65,,,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,predh"
Dragonclaw Strike,{2/G}{2/U}{2/R},6.0,Sorcery,Double the power and toughness of target creature you control until end of turn. Then it fights up to one target creature an opponent controls. (Each deals damage equal to its power to the other.),"G,R,U","G,R,U",uncommon,TDM,Tarkir: Dragonstorm,180,,,,,Fight,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dread Summons,{X}{B}{B},2.0,Sorcery,"Each player mills X cards. For each creature card put into a graveyard this way, you create a tapped 2/2 black Zombie creature token. (To mill a card, a player puts the top card of their library into their graveyard.)",B,B,rare,PZ1,Legendary Cube Prize Pack,44,,,,,Mill,mill;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dream Harvest,{5}{U/B}{U/B},7.0,Sorcery,"Each opponent exiles cards from the top of their library until they have exiled cards with total mana value 5 or greater this way. Until end of turn, you may cast cards exiled this way without paying their mana costs.","B,U","B,U",rare,PECL,Lorwyn Eclipsed Promos,216p,,,,,,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Duel Tactics,{R},1.0,Sorcery,"Duel Tactics deals 1 damage to target creature. It can't block this turn.
Flashback {1}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",R,R,uncommon,SOS,Secrets of Strixhaven,112,,,,,Flashback,flash,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Duress,{B},1.0,Sorcery,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",B,B,common,XLN,Ixalan,105,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,premodern,predh"
