name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Bloodline Bidding,{6}{B}{B},8.0,Sorcery,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Choose a creature type. Return all creature cards of the chosen type from your graveyard to the battlefield.",B,B,rare,PECL,Lorwyn Eclipsed Promos,91p,,,,,Convoke,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bogslither's Embrace,{1}{B},2.0,Sorcery,"As an additional cost to cast this spell, blight 1 or pay {3}. (To blight 1, put a -1/-1 counter on a creature you control.)
Exile target creature.",B,B,common,ECL,Lorwyn Eclipsed,94,,,,,Blight,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Boltwave,{R},1.0,Sorcery,Boltwave deals 3 damage to each opponent.,R,R,uncommon,FDN,Foundations,79,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Boomerang Basics,{U},1.0,Sorcery — Lesson,"Return target nonland permanent to its owner's hand. If you controlled that permanent, draw a card.",U,U,uncommon,TLA,Avatar: The Last Airbender,46,,,,,,bounce;draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Borrowed Knowledge,{2}{R}{W},4.0,Sorcery,"Choose one —
• Discard your hand, then draw cards equal to the number of cards in target opponent's hand.
• Discard your hand, then draw cards equal to the number of cards discarded this way.","R,W","R,W",uncommon,SOS,Secrets of Strixhaven,178,,,,,,draw,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bot Bashing Time,{3}{R},4.0,Sorcery,"Bot Bashing Time deals 6 damage to target creature. If that creature would die this turn, exile it instead.",R,R,common,TMT,Teenage Mutant Ninja Turtles,85,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Boulder Dash,{1}{R},2.0,Sorcery,Boulder Dash deals 2 damage to any target and 1 damage to any other target.,R,R,uncommon,ECL,Lorwyn Eclipsed,127,,,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Brass's Bounty,{6}{R},7.0,Sorcery,"For each land you control, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",R,R,rare,PRIX,Rivals of Ixalan Promos,94p,,,,"B,G,R,U,W",Treasure,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Brave the Wilds,{G},1.0,Sorcery,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
If this spell was bargained, target land you control becomes a 3/3 Elemental creature with haste that's still a land.
Search your library for a basic land card, reveal it, put it into your hand, then shuffle.",G,G,common,WOE,Wilds of Eldraine,165,,,,,Bargain,ramp;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Break Out,{R}{G},2.0,Sorcery,"Look at the top six cards of your library. You may reveal a creature card from among them. If that card has mana value 2 or less, you may put it onto the battlefield and it gains haste until end of turn. If you didn't put the revealed card onto the battlefield this way, put it into your hand. Put the rest on the bottom of your library in a random order.","G,R","G,R",uncommon,MKM,Murders at Karlov Manor,190†,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Brigid's Command,{1}{G}{W},3.0,Kindred Sorcery — Kithkin,"Choose two —
• Create a token that's a copy of target Kithkin you control.
• Target player creates a 1/1 green and white Kithkin creature token.
• Target creature you control gets +3/+3 until end of turn.
• Target creature you control fights target creature an opponent controls.","G,W","G,W",rare,ECL,Lorwyn Eclipsed,332,,,,,Fight,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Brilliance Unleashed,{4}{U}{R},6.0,Sorcery,"Choose one or both —
• Brilliance Unleashed deals 5 damage to target creature.
• Choose target artifact card in your graveyard. Return it to the battlefield if it's an artifact creature card. Otherwise, return it to the battlefield and it's a 3/3 Robot artifact creature with flying.","R,U","R,U",uncommon,TMT,Teenage Mutant Ninja Turtles,141,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Broadcast Takeover,{2}{R}{R}{R},5.0,Sorcery,Gain control of all artifacts your opponents control until end of turn. Untap them. They gain haste until end of turn.,R,R,mythic,TMT,Teenage Mutant Ninja Turtles,234,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bumi Bash,{3}{R},4.0,Sorcery,"Choose one —
• Bumi Bash deals damage equal to the number of lands you control to target creature.
• Destroy target land creature or nonbasic land.",R,R,common,TLA,Avatar: The Last Airbender,125,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Burning Curiosity,{2}{R},3.0,Sorcery,"As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.)
Exile the top two cards of your library. If this spell's additional cost was paid, exile the top three cards instead. Until the end of your next turn, you may play those cards.",R,R,common,ECL,Lorwyn Eclipsed,129,,,,,Blight,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Bushwhack,{G},1.0,Sorcery,"Choose one —
• Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
• Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)",G,G,common,FDN,Foundations,215,,,,,Fight,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
