name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Scour for Scrap,{3}{U},4.0,Instant,"Choose one or both —
• Search your library for an artifact card, reveal it, put it into your hand, then shuffle.
• Return target artifact card from your graveyard to your hand.",U,U,uncommon,EOE,Edge of Eternities,73,,,,,,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sear,{1}{R},2.0,Instant,Sear deals 4 damage to target creature or planeswalker.,R,R,uncommon,ECL,Lorwyn Eclipsed,405,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Secret Identity,{U},1.0,Instant,"Choose one —
• Conceal — Until end of turn, target creature you control becomes a Citizen with base power and toughness 1/1 and gains hexproof.
• Reveal — Until end of turn, target creature you control becomes a Hero with base power and toughness 3/4 and gains flying and vigilance.",U,U,uncommon,SPM,Marvel's Spider-Man,43,,,,,,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Seedship Impact,{1}{G},2.0,Instant,"Destroy target artifact or enchantment. If its mana value was 2 or less, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",G,G,uncommon,EOE,Edge of Eternities,205,,,,,,ramp;removal;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Seize Opportunity,{2}{R},3.0,Instant,"Choose one —
• Exile the top two cards of your library. Until the end of your next turn, you may play those cards.
• Up to two target creatures each get +2/+1 until end of turn.",R,R,common,TDM,Tarkir: Dragonstorm,119,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Seized from Slumber,{4}{W},5.0,Instant,"This spell costs {3} less to cast if it targets a tapped creature.
Destroy target creature.",W,W,common,DSK,Duskmourn: House of Horror,28,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Self-Destruct,{1}{R},2.0,Instant,"Target creature you control deals X damage to any other target and X damage to itself, where X is its power.",R,R,uncommon,FIN,Final Fantasy,157,,,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sephiroth's Intervention,{3}{B},4.0,Instant,Destroy target creature. You gain 2 life.,B,B,common,FIN,Final Fantasy,116,,,,,,lifegain;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Shock,{R},1.0,Instant,Shock deals 2 damage to any target.,R,R,common,AER,Aether Revolt,98,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,premodern,predh"
Shoot the Sheriff,{1}{B},2.0,Instant,"Destroy target non-outlaw creature. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws. Everyone else is fair game.)",B,B,uncommon,OTJ,Outlaws of Thunder Junction,106,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Shore Up,{U},1.0,Instant,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it. (It can't be the target of spells or abilities your opponents control.),U,U,common,BLB,Bloomburrow,69,,,,,,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Silverquill Charm,{W}{B},2.0,Instant,"Choose one —
• Put two +1/+1 counters on target creature.
• Exile target creature with power 2 or less.
• Each opponent loses 3 life and you gain 3 life.","B,W","B,W",uncommon,SOS,Secrets of Strixhaven,366,,,,,,lifegain;pump;removal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Skulduggery,{B},1.0,Instant,"Until end of turn, target creature you control gets +1/+1 and target creature an opponent controls gets -1/-1.",B,B,common,OTJ,Outlaws of Thunder Junction,107,,,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Skycrash,{1}{R},2.0,Instant,"Destroy target artifact.
Cycling {R} ({R}, Discard this card: Draw a card.)",R,R,uncommon,DFT,Aetherdrift,146,,,,,Cycling,draw;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Slash of Light,{1}{W},2.0,Instant,Slash of Light deals damage equal to the number of creatures you control plus the number of Equipment you control to target creature.,W,W,common,FIN,Final Fantasy,32,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Slice from the Shadows,{X}{B},1.0,Instant,"This spell can't be countered. (This includes by the ward ability.)
Target creature gets -X/-X until end of turn.",B,B,common,MKM,Murders at Karlov Manor,103,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Slick Sequence,{U}{R},2.0,Instant,"Slick Sequence deals 2 damage to any target. If you've cast another spell this turn, draw a card.","R,U","R,U",uncommon,OTJ,Outlaws of Thunder Junction,233,,,,,,draw;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Smuggler's Surprise,{G},1.0,Instant,"Spree (Choose one or more additional costs.)
+ {2} — Mill four cards. You may put up to two creature and/or land cards from among the milled cards into your hand.
+ {4}{G} — You may put up to two creature cards from your hand onto the battlefield.
+ {1} — Creatures you control with power 4 or greater gain hexproof and indestructible until end of turn.",G,G,rare,POTJ,Outlaws of Thunder Junction Promos,180p,,,,,Spree;Mill,mill;protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Snakeskin Veil,{G},1.0,Instant,Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),G,G,common,OTJ,Outlaws of Thunder Junction,181,,,,,,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sokka's Haiku,{3}{U}{U},5.0,Instant — Lesson,"Counter target spell.
Draw a card, then mill three cards.
Untap target land.",U,U,uncommon,TLA,Avatar: The Last Airbender,71,,,,,Mill,counter;draw;mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sold Out,{3}{B},4.0,Instant,"Exile target creature. If it was dealt damage this turn, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",B,B,common,TLA,Avatar: The Last Airbender,119,,,,,,draw;removal;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Solstice Revelations,{2}{R},3.0,Instant — Lesson,"Exile cards from the top of your library until you exile a nonland card. You may cast that card without paying its mana cost if the spell's mana value is less than the number of Mountains you control. If you don't cast that card this way, put it into your hand.
Flashback {6}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",R,R,uncommon,TLA,Avatar: The Last Airbender,153,,,,,Flashback,flash;mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sonar Strike,{1}{W},2.0,Instant,"Sonar Strike deals 4 damage to target attacking, blocking, or tapped creature. You gain 3 life if you control a Bat.",W,W,common,BLB,Bloomburrow,32,,,,,,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Spectacular Tactics,{1}{W},2.0,Instant,"Choose one —
• Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn.
• Destroy target creature with power 4 or greater.",W,W,common,OM1,Through the Omenpaths,19,,,,,,protection;pump;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Spectral Denial,{X}{U},1.0,Instant,"This spell costs {1} less to cast for each creature you control with power 4 or greater.
Counter target spell unless its controller pays {X}.",U,U,uncommon,TDM,Tarkir: Dragonstorm,58,,,,,,counter,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Spectral Interference,{1}{U},2.0,Instant,Counter target artifact or creature spell unless its controller pays {4}.,U,U,common,DFT,Aetherdrift,63,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Spell Pierce,{U},1.0,Instant,Counter target noncreature spell unless its controller pays {2}.,U,U,common,2X2,Double Masters 2022,63,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,predh"
Spell Snare,{U},1.0,Instant,Counter target spell with mana value 2.,U,U,uncommon,PLST,The List,DIS-33,,,,,,counter,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Spell Stutter,{1}{U},2.0,Instant,Counter target spell unless its controller pays {2} plus an additional {1} for each Faerie you control.,U,U,common,WOE,Wilds of Eldraine,69,,,,,,counter,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Spellgyre,{2}{U}{U},4.0,Instant,"Choose one —
• Counter target spell.
• Surveil 2, then draw two cards. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",U,U,uncommon,BLB,Bloomburrow,72,,,,,Surveil,counter;draw;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Spider-Sense,{1}{U},2.0,Instant,"Web-slinging {U} (You may cast this spell for {U} if you also return a tapped creature you control to its owner's hand.)
Counter target instant spell, sorcery spell, or triggered ability.",U,U,rare,SPM,Marvel's Spider-Man,254,,,,,Web-slinging,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Spin Out,{1}{B}{B},3.0,Instant,Destroy target creature or Vehicle.,B,B,common,DFT,Aetherdrift,106,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Stab,{B},1.0,Instant,Target creature gets -2/-2 until end of turn.,B,B,common,FDN,Foundations,71,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Staggering Size,{1}{G},2.0,Instant,Target creature gets +3/+3 and gains trample until end of turn.,G,G,common,LCI,The Lost Caverns of Ixalan,214,,,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Stand Up for Yourself,{2}{W},3.0,Instant,Destroy target creature with power 3 or greater.,W,W,uncommon,SOS,Secrets of Strixhaven,34,,,,,,removal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Steer Clear,{W},1.0,Instant,Steer Clear deals 2 damage to target attacking or blocking creature. Steer Clear deals 4 damage to that creature instead if you controlled a Mount as you cast this spell.,W,W,common,OTJ,Outlaws of Thunder Junction,31,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Stolen Uniform,{U},1.0,Instant,"Choose target creature you control and target Equipment. Gain control of that Equipment until end of turn. Attach it to the chosen creature. When you lose control of that Equipment this turn, if it's attached to a creature you control, unattach it.",U,U,uncommon,FIN,Final Fantasy,332,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stomped by the Foot,{1}{B},2.0,Instant,"Kicker—Sacrifice an artifact or creature. (You may sacrifice an artifact or creature in addition to any other costs as you cast this spell.)
Target creature gets -2/-2 until end of turn. If this spell was kicked, that creature gets -5/-5 until end of turn instead.",B,B,common,TMT,Teenage Mutant Ninja Turtles,82,,,,,Kicker,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Stonesplitter Bolt,{X}{R},1.0,Instant,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
Stonesplitter Bolt deals X damage to target creature or planeswalker. If this spell was bargained, it deals twice X damage to that permanent instead.",R,R,uncommon,WOE,Wilds of Eldraine,151,,,,,Bargain,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Strength of Will,{1}{G},2.0,Instant,"Until end of turn, target creature you control gains indestructible and ""Whenever this creature is dealt damage, put that many +1/+1 counters on it.""",G,G,rare,SPM,Marvel's Spider-Man,267,,,,,,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stress Dream,{3}{U}{R},5.0,Instant,Stress Dream deals 5 damage to up to one target creature. Look at the top two cards of your library. Put one of those cards into your hand and the other on the bottom of your library.,"R,U","R,U",uncommon,SOS,Secrets of Strixhaven,235,,,,,,tribal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stroke of Midnight,{2}{W},3.0,Instant,Destroy target nonland permanent. Its controller creates a 1/1 white Human creature token.,W,W,uncommon,WOE,Wilds of Eldraine,33,,,,,,removal;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Succumb to the Cold,{2}{U},3.0,Instant,"Tap one or two target creatures an opponent controls. Put a stun counter on each of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)",U,U,uncommon,WOE,Wilds of Eldraine,72,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Sudden Setback,{2}{U}{U},4.0,Instant,The owner of target spell or nonland permanent puts it on their choice of the top or bottom of their library.,U,U,uncommon,MKM,Murders at Karlov Manor,72,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Sudden Strike,{1}{W},2.0,Instant,Destroy target attacking or blocking creature.,W,W,uncommon,OM1,Through the Omenpaths,20,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sugar Rush,{1}{B},2.0,Instant,"Target creature gets +3/+0 until end of turn.
Draw a card.",B,B,common,WOE,Wilds of Eldraine,110,,,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Sure Strike,{1}{R},2.0,Instant,Target creature gets +3/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),R,R,common,M21,Core Set 2021,163,,,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Suspend Aggression,{1}{R}{W},3.0,Instant,"Exile target nonland permanent and the top card of your library. For each of those cards, its owner may play it until the end of their next turn.","R,W","R,W",rare,SOS,Secrets of Strixhaven,357,,,,,,removal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Swallowed by Leviathan,{2}{U},3.0,Instant,"Choose target spell. Surveil 2, then counter the chosen spell unless its controller pays {1} for each card in your graveyard. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",U,U,uncommon,FIN,Final Fantasy,79,,,,,Surveil,surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Swat Away,{2}{U}{U},4.0,Instant,"This spell costs {2} less to cast if a creature is attacking you.
The owner of target spell or creature puts it on their choice of the top or bottom of their library.",U,U,uncommon,ECL,Lorwyn Eclipsed,75,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Syncopate,{X}{U},1.0,Instant,"Counter target spell unless its controller pays {X}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",U,U,common,VOW,Innistrad: Crimson Vow,83,,,,,,counter,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,premodern,predh"
Syphon Fuel,{4}{B},5.0,Instant,Target creature gets -6/-6 until end of turn. You gain 2 life.,B,B,common,DFT,Aetherdrift,108,,,,,,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
