name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Desculpting Blast,{1}{U},2.0,Instant,"Return target nonland permanent to its owner's hand. If it was attacking, create a 1/1 colorless Drone artifact creature token with flying and ""This token can block only creatures with flying.""",U,U,uncommon,EOE,Edge of Eternities,54,,,,,,bounce;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Desert's Due,{1}{B},2.0,Instant,Target creature gets -2/-2 until end of turn. It gets an additional -1/-1 until end of turn for each Desert you control.,B,B,common,OTJ,Outlaws of Thunder Junction,85,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Desperate Measures,{B},1.0,Instant,"Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.",B,B,uncommon,TDM,Tarkir: Dragonstorm,78,,,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dina's Guidance,{1}{B}{G},3.0,Instant,"Search your library for a creature card, reveal it, put it into your hand or graveyard, then shuffle.","B,G","B,G",rare,SOS,Secrets of Strixhaven,184,,,,,,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Diplomatic Relations,{2}{G},3.0,Instant,Target creature you control gets +1/+0 and gains vigilance until end of turn. It deals damage equal to its power to target creature an opponent controls.,G,G,common,EOE,Edge of Eternities,177†,,,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Dire Downdraft,{3}{U},4.0,Instant,"This spell costs {1} less to cast if it targets an attacking or tapped creature.
Target creature's owner puts it on their choice of the top or bottom of their library.",U,U,common,BLB,Bloomburrow,46,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Disdainful Stroke,{1}{U},2.0,Instant,Counter target spell with mana value 4 or greater.,U,U,common,GRN,Guilds of Ravnica,37,,,,,,counter,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Disenchant,{1}{W},2.0,Instant,Destroy target artifact or enchantment.,W,W,rare,P07,Magic Player Rewards 2007,6,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,premodern,predh"
Dispelling Exhale,{1}{U},2.0,Instant,"As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)
Counter target spell unless its controller pays {2}. If a Dragon was beheld, counter that spell unless its controller pays {4} instead.",U,U,common,TDM,Tarkir: Dragonstorm,41,,,,,Behold,counter,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Dissection Practice,{B},1.0,Instant,"Target opponent loses 1 life and you gain 1 life.
Up to one target creature gets +1/+1 until end of turn.
Up to one target creature gets -1/-1 until end of turn.",B,B,uncommon,SOS,Secrets of Strixhaven,79,,,,,,lifegain;pump,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Disturbed Slumber,{1}{G},2.0,Instant,"Until end of turn, target land you control becomes a 4/4 Dinosaur creature with reach and haste. It's still a land. It must be blocked this turn if able.",G,G,common,LCI,The Lost Caverns of Ixalan,182,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Dive Down,{U},1.0,Instant,Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),U,U,common,PLST,The List,XLN-53,,,,,,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Divergent Equation,{X}{X}{U},1.0,Instant,"Return up to X target instant and/or sorcery cards from your graveyard to your hand.
Exile Divergent Equation.",U,U,uncommon,SOS,Secrets of Strixhaven,43,,,,,,bounce,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Divert Disaster,{1}{U},2.0,Instant,"Counter target spell unless its controller pays {2}. If they do, you create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",U,U,common,EOE,Edge of Eternities,55,,,,,,counter;ramp;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Divine Resilience,{W},1.0,Instant,"Kicker {2}{W} (You may pay an additional {2}{W} as you cast this spell.)
Target creature you control gains indestructible until end of turn. If this spell was kicked, instead any number of target creatures you control gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",W,W,uncommon,FDN,Foundations,10,,,,,Kicker,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Don't Make a Sound,{1}{U},2.0,Instant,"Counter target spell unless its controller pays {2}. If they do, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",U,U,common,DSK,Duskmourn: House of Horror,49,,,,,Surveil,counter;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Dose of Dawnglow,{4}{B},5.0,Instant,"Return target creature card from your graveyard to the battlefield. Then if it isn't your main phase, blight 2. (Put two -1/-1 counters on a creature you control.)",B,B,uncommon,ECL,Lorwyn Eclipsed,100,,,,,Blight,bounce;reanimation,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Drag the Canal,{U}{B},2.0,Instant,"Create a 2/2 white and blue Detective creature token. If a creature died this turn, you gain 2 life, surveil 2, then investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","B,U","B,U",rare,MKM,Murders at Karlov Manor,415,,,,,Surveil;Investigate,draw;lifegain;surveil;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Drag to the Roots,{2}{B}{G},4.0,Instant,"Delirium — This spell costs {2} less to cast as long as there are four or more card types among cards in your graveyard.
Destroy target nonland permanent.","B,G","B,G",uncommon,DSK,Duskmourn: House of Horror,213,,,,,Delirium,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dragon's Prey,{2}{B},3.0,Instant,"This spell costs {2} more to cast if it targets a Dragon.
Destroy target creature.",B,B,common,TDM,Tarkir: Dragonstorm,79,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Dreadmaw's Ire,{R},1.0,Instant,"Until end of turn, target attacking creature gets +2/+2 and gains trample and ""Whenever this creature deals combat damage to a player, destroy target artifact that player controls.""",R,R,uncommon,LCI,The Lost Caverns of Ixalan,147,,,,,,pump;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Dreams of Laguna,{1}{U},2.0,Instant,"Surveil 1, then draw a card. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",U,U,common,FIN,Final Fantasy,50,,,,,Surveil;Flashback,draw;flash;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Drill Too Deep,{1}{R},2.0,Instant,"Choose one —
• Put five charge counters on target Spacecraft or Planet you control.
• Destroy target artifact.",R,R,common,EOE,Edge of Eternities,133,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Dual-Sun Technique,{1}{W},2.0,Instant,"Target creature you control gains double strike until end of turn. If it has a +1/+1 counter on it, draw a card.",W,W,uncommon,EOE,Edge of Eternities,13,,,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Duty Beyond Death,{1}{W},2.0,Instant,"As an additional cost to cast this spell, sacrifice a creature.
Creatures you control gain indestructible until end of turn. Put a +1/+1 counter on each creature you control. (Damage and effects that say ""destroy"" don't destroy those creatures.)",W,W,uncommon,TDM,Tarkir: Dragonstorm,10,,,,,,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
