name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Midnight Tilling,{1}{G},2.0,Instant,"Mill four cards, then you may return a permanent card from among them to your hand. (To mill four cards, put the top four cards of your library into your graveyard.)",G,G,common,ECL,Lorwyn Eclipsed,182,,,,,Mill,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Might of the Meek,{R},1.0,Instant,"Target creature gains trample until end of turn. It also gets +1/+0 until end of turn if you control a Mouse.
Draw a card.",R,R,common,BLB,Bloomburrow,144,,,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Mind Transfer Protocol,{2}{U},3.0,Instant,"Until end of turn, target artifact or creature becomes an artifact creature with base power and toughness 4/5.
Draw a card.",U,U,common,TMT,Teenage Mutant Ninja Turtles,45,,,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Mirrorform,{4}{U}{U},6.0,Instant,Each nonland permanent you control becomes a copy of target non-Aura permanent.,U,U,mythic,ECL,Lorwyn Eclipsed,308,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Misleading Motes,{3}{U},4.0,Instant,Target creature's owner puts it on their choice of the top or bottom of their library.,U,U,common,WOE,Wilds of Eldraine,61,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Moment of Craving,{1}{B},2.0,Instant,Target creature gets -2/-2 until end of turn. You gain 2 life.,B,B,common,PLST,The List,RIX-79,,,,,,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Moment of Triumph,{W},1.0,Instant,Target creature gets +2/+2 until end of turn. You gain 2 life.,W,W,common,RIX,Rivals of Ixalan,15,,,,,,lifegain;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Moment of Valor,{2}{W},3.0,Instant,"Choose one —
• Untap target creature. It gets +1/+0 and gains indestructible until end of turn.
• Destroy target creature with power 4 or greater.",W,W,common,WOE,Wilds of Eldraine,20,,,,,,protection;pump;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Moogles' Valor,{3}{W}{W},5.0,Instant,"For each creature you control, create a 1/2 white Moogle creature token with lifelink. Then creatures you control gain indestructible until end of turn.",W,W,rare,FIN,Final Fantasy,326,,,,,,lifegain;protection;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Mortify,{1}{W}{B},3.0,Instant,Destroy target creature or enchantment.,"B,W","B,W",uncommon,LTC,Tales of Middle-earth Commander,269,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Mouser Attack!,{1}{R},2.0,Instant,"Choose one —
• Create a 1/1 colorless Robot artifact creature token.
• Target creature gets +3/+0 and gains first strike until end of turn.",R,R,common,TMT,Teenage Mutant Ninja Turtles,95,,,,,,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Murder,{1}{B}{B},3.0,Instant,Destroy target creature.,B,B,common,ZNC,Zendikar Rising Commander,47,,,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Muse's Encouragement,{4}{U},5.0,Instant,"Create a 3/3 blue and red Elemental creature token with flying.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",U,U,common,SOS,Secrets of Strixhaven,61,,,,,Surveil,surveil;token,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Mystical Teachings,{3}{U},4.0,Instant,"Search your library for an instant card or a card with flash, reveal it, put it into your hand, then shuffle.
Flashback {5}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",U,"B,U",uncommon,FDN,Foundations,594,,,,,Flashback,flash;tutor,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,predh"
